1	36084	0,0	0,0	Ah, there you are. / Your dedicated work in my LAB / has been much appreciated. / And now, your fieldwork / assignment is about to begin.
2	36432	0,0	0,0	As you know, at the heart of / my research is the relationship / between POKéMON and people...
3	36726	0,0	0,0	...How they grow together / through trust, battle, / friendship... / Even evolution may be shaped / by those bonds.
4	37044	0,0	0,0	But to understand this, you / need to go where they live. / The towns, forests, caves, / shorelines, and old ruins. / I am too old for fieldwork now, / but you are just the right age / for this expedition.
5	37710	0,0	0,0	Now tell me for your / FIELD AIDE record.
6	37902	0,0	0,0	Are you a boy or a girl?
7	38040	0,0	0,0	And how do you spell / your name?
8	38520	0,0	0,0	Right… / AAAAAAA.
9	38700	0,0	0,0	This is my grandson. / Like you, he has been helping / with my research here in / PALLET TOWN. / His name is...
10	39420	0,0	0,0	His name is AAAAAAA?
11	39516	0,0	0,0	Yes. / His name is AAAAAAA. /
12	39720	0,0	0,0	AAAAAAA! / KANTO is waiting beyond the LAB. / Observe carefully, learn directly, / and trust the POKéMON at your side. / Your fieldwork begins now.
13	244506	11,3	7,9	An item in the BAG can be / registered to SELECT for easy use.
1	954	0,0	0,0	Ah, there you are. / Your dedicated work in my LAB / has been much appreciated. / And now, your fieldwork / assignment is about to begin.
2	1302	0,0	0,0	As you know, at the heart of / my research is the relationship / between POKéMON and people...
3	1596	0,0	0,0	...How they grow together / through trust, battle, / friendship... / Even evolution may be shaped / by those bonds.
4	1914	0,0	0,0	But to understand this, you / need to go where they live. / The towns, forests, caves, / shorelines, and old ruins. / I am too old for fieldwork now, / but you are just the right age / for this expedition.
5	2580	0,0	0,0	Now tell me for your / FIELD AIDE record.
6	2772	0,0	0,0	Are you a boy or a girl?
7	2910	0,0	0,0	And how do you spell / your name?
8	3390	0,0	0,0	Right… / AAAAAAA.
9	3570	0,0	0,0	This is my grandson. / Like you, he has been helping / with my research here in / PALLET TOWN. / His name is...
10	4290	0,0	0,0	His name is AAAAAAA?
11	4386	0,0	0,0	Yes. / His name is AAAAAAA. /
12	4590	0,0	0,0	AAAAAAA! / KANTO is waiting beyond the LAB. / Observe carefully, learn directly, / and trust the POKéMON at your side. / Your fieldwork begins now.
13	115332	11,3	7,9	You impressed me! / Use your VS SEEKER here when / you want to train with us again.
14	260526	11,3	7,9	Would you like to save the game?
15	260646	11,3	7,9	WARNING! / There is a different game file that / is already saved. / If you save now, the other file’s / adventure, including items and / POKéMON, will be entirely lost. / Are you sure you want to save now / and overwrite the other save file?
1	564	0,0	0,0	Ah, there you are. / Your dedicated work in my LAB / has been much appreciated. / And now, your fieldwork / assignment is about to begin.
2	912	0,0	0,0	As you know, at the heart of / my research is the relationship / between POKéMON and people...
3	1206	0,0	0,0	...How they grow together / through trust, battle, / friendship... / Even evolution may be shaped / by those bonds.
4	1524	0,0	0,0	But to understand this, you / need to go where they live. / The towns, forests, caves, / shorelines, and old ruins. / I am too old for fieldwork now, / but you are just the right age / for this expedition.
5	2190	0,0	0,0	Now tell me for your / FIELD AIDE record.
6	2382	0,0	0,0	Are you a boy or a girl?
7	2520	0,0	0,0	And how do you spell / your name?
8	3000	0,0	0,0	Right… / AAAAAAA.
9	3180	0,0	0,0	This is my grandson. / Like you, he has been helping / with my research here in / PALLET TOWN. / His name is...
10	3900	0,0	0,0	His name is AAAAAAA?
11	3996	0,0	0,0	Yes. / His name is AAAAAAA. /
12	4200	0,0	0,0	AAAAAAA! / KANTO is waiting beyond the LAB. / Observe carefully, learn directly, / and trust the POKéMON at your side. / Your fieldwork begins now.
13	50022	11,3	7,9	Stop right there! / We train in Master KOGA’s gym, / wherever his work takes him. / Let me test your technique!
14	53490	11,3	7,9	Whoa! / You’ve got it!
15	111306	10,16	6,10	There are no TRAINERS within range / who can battle… / The VS SEEKER was turned off.Ì
16	114006	6,2	6,10	OAK: AAAAAAA! / This isn’t the time to use that!Ì
17	142056	10,16	6,10	There are no TRAINERS within range / who can battle… / The VS SEEKER was turned off.Ì
18	144756	6,2	6,10	OAK: AAAAAAA! / This isn’t the time to use that!Ì
