1	6	4,1	6,6	AAAAAAA! / KANTO is waiting beyond the LAB. / Observe carefully, learn directly, / and trust the POKéMON at your side. / Your fieldwork begins now.
2	13392	6,2	6,6	So, we meet again. / Back in MT. MOON, I didn’t / introduce myself properly. / I’m BROCK. / PEWTER CITY’s GYM LEADER. / You showed a keen eye for / fossils out there. / But finding fragments is only / part of the story. / Understanding how they connect... / that’s where true strength lies. / There’s something I want to show / you about evolution. / But first-you’ll have to / defeat me in battle. / Let’s see what you’ve learned!ÎカÀ
3	15744	6,2	6,6	I took you for granted... / and I lost. / You understood more than / just the battle.
4	16050	6,2	6,6	Wait. / Take this- / the BOULDERBADGE. / And with it, the key to / the CINNABAR LAB.
5	16176	6,2	6,6	AAAAAAA received the BOULDER KEY / from BROCK.
6	16344	6,2	6,6	AAAAAAA put the BOULDER KEY / in the KEY ITEMS.
7	16416	6,2	6,6	The BOULDERBADGE grants access / to the CINNABAR LAB. / That’s where fossils are studied / and restored. / But fossils aren’t the only way / to study the past. / Some POKéMON never vanished. / They still live... unchanged. / Deep below ROCK TUNNEL, / ancient waters shelter POKéMON / older than anything restored. / Find one. Bring it to me. / Then I’ll show you another kind / of evolution.
8	17562	7,5	8,8	Hey! You made it back! / Thanks for guiding me through / ROCK TUNNEL’s currents. / The POWER PLANT is stable again, / and I learned a lot watching how / you handled the flow. / Water is beautiful because it / changes without losing itself. / Now it’s time for an official / GYM challenge. / My policy is an all-out offensive / with WATER-type POKéMON!ÎカÀ
9	20220	7,5	8,8	Wow! / You’re too much! / All right! / You can have the CASCADEBADGE to / show you beat me.
10	20550	7,5	8,8	You can have the CASCADEBADGE. / And with it, take this board. / It will carry you across water.
11	20676	7,5	8,8	AAAAAAA received the CASCADE BOARD / from MISTY.
12	20850	7,5	8,8	AAAAAAA put the CASCADE BOARD / in the KEY ITEMS.
13	20916	7,5	8,8	That BADGE marks a real change / in your journey. / Keep building your FIELD AIDE / record, and outsider POKéMON / will trust you more. / A puny fish can become a mighty, / raging POKéMON. / That’s the beauty of change. / Bring me that GYARADOS. / Then I’ll show you trade evolution / with a natural held item.
14	21978	9,6	5,3	So, you made it back, kid! / I’m LT. SURGE. / VERMILION CITY’s GYM LEADER. / You handled VOLT TACKLE training / without flinching. / That takes nerve! / Power isn’t handed to you. / You train until you can hold it! / But a GYM battle is combat! / No holding back! / I tell you, kid, electric POKéMON / saved me during the war! / Now show me you can stand against / real voltage!ÎカÀ
15	24876	9,6	5,3	Now that’s a shocker! / You’re the real deal, kid! / Fine, then, take the THUNDERBADGE!
16	25206	9,6	5,3	The THUNDERBADGE proves you / cleared VERMILION GYM! / And with it, take this pass. / It’ll get you special MART stock.
17	25362	9,6	5,3	AAAAAAA received the THUNDER PASS / from LT. SURGE.
18	25536	9,6	5,3	AAAAAAA put the THUNDER PASS / in the KEY ITEMS.
19	25602	9,6	5,3	That pass unlocks vitamins and / battle items at POKéMON MARTS. / Power isn’t handed to you. / Use those tools and train until / your POKéMON can hold it. / Bring me a RAICHU with real / voltage. / Then I’ll show you evolution / through serious output.
20	26106	1,0	5,48	VIRIDIAN FOREST
21	26628	1,0	5,48	ERIKA: How fortunate. / That is just the lesson I hoped / this forest would offer. / Some POKéMON bloom only when / friendship has taken root. / That kind of evolution is a bond, / not merely a change in form. / Before I return, may I ask you for / a proper GYM challenge? / With my GYM GUIDE present, the / match will be official.
22	27054	1,0	5,48	Very well. / Show me how friendship has helped / your POKéMON grow. / Let us begin.ÎカÀ
23	30456	1,0	5,48	Oh! / I concede defeat.
24	30696	1,0	5,48	ERIKA: You are remarkably strong. / This battle was witnessed, so it / shall stand as your GYM challenge. / I must confer on you the / RAINBOWBADGE. / áÎÇÀË / Ëカね / I saw trust in the way your / POKéMON stood with you. / Friendship can guide evolution / as surely as sunlight guides / a bud into bloom. / Please come to CELADON GYM. / There, I will give a reward for / the growth you have shown.
25	31488	1,0	5,48	AAAAAAA received the RAINBOW KEY / from ERIKA.
26	31656	1,0	5,48	AAAAAAA put the RAINBOW KEY / in the KEY ITEMS.
27	31728	1,0	5,48	The RAINBOW KEY opens the / BERRY PATCH next door to / CELADON GYM. / Please feel free to pick the / berries growing there.
28	32046	2,9	1,15	CINNABAR VOLCANO
29	32574	2,9	1,15	KOGA: Fwahahaha! / You made it this far. / Together, no less. / Then the lesson has already / taken root.
30	32730	2,9	1,15	KOGA grips the LAVIC STONE / with both hands... / ...But it does not move.
31	32814	2,9	1,15	KOGA: Hmph! / Even quenched, it resists me. / We need more strength to lift / this stone from its resting place.
32	32994	2,9	1,15	JANINE: Then I made it in time. / Father, you said togetherness / was the point of this trial.
33	33144	2,9	1,15	KOGA: Hah! / You are right, JANINE. / Then we shall try together.
34	33342	2,9	4,15	KOGA, JANINE, and AAAAAAA / pull with all their strength!
35	33450	2,9	4,15	The LAVIC STONE breaks loose / from the volcanic rock!
36	33594	2,9	4,16	KOGA: Together, we freed the / stone. / A community does not weaken / the self. / It gives strength somewhere to / stand. / Back at the GYM, this will become / the heart of new ninja tools. / But before I return, I want to / battle you here. / JANINE stands beside me as my / GYM aide. / That makes this challenge / official.
37	34044	2,9	4,16	Are you ready to battle KOGA?
38	34110	2,9	4,16	KOGA: Then show me the strength / you bring to your allies!
39	38952	2,9	4,16	Fwahahaha! / A worthy victory!
40	39198	2,9	4,16	KOGA: Fwahahaha! / You have earned the SOULBADGE! / áÎÇÀË / Ëカね / Return to FUCHSIA GYM / when you are ready. / There, the LAVIC STONE will become / tools worthy of our clan.
41	39744	2,9	4,16	AAAAAAA received the SOUL PASS / from KOGA.
42	39912	2,9	4,16	AAAAAAA put the SOUL PASS / in the KEY ITEMS.
43	40152	1,85	11,9	POKéMON TOWER
44	40710	1,85	11,9	Peace is not proven by silence / alone. / Let us see how your focus holds / in battle. / Are you ready to challenge me?
45	40896	1,85	11,9	In this tower, thought and memory / press close. / Show me the shape of your will.
46	44844	1,85	11,9	Your focus did not waver.
47	45078	1,85	11,9	The MARSHBADGE is yours. / You met the tower’s pressure and / answered it with peaceful control. / I will return to SAFFRON GYM. / Come there when you are ready.
48	45300	1,85	11,9	AAAAAAA received the MARSH FINDER / from SABRINA.
49	45474	1,85	11,9	AAAAAAA put the MARSH FINDER / in the KEY ITEMS.
50	45540	1,85	11,9	The MARSH FINDER senses hidden / objects nearby. / A calm mind can notice what the / eyes alone overlook.
51	46608	12,0	8,5	Hah! / I am BLAINE, the red-hot LEADER / of CINNABAR GYM! / Fire is more than destruction. / Properly handled, it drives / innovation and progress! / My fiery POKéMON are ready to / test your next breakthrough! / Hah! / You better have BURN HEAL!ÎカÀ
52	55110	12,0	8,5	I have burned down to nothing! / Not even ashes remain! / You have earned the VOLCANOBADGE.
53	55440	12,0	8,5	Hah! / The VOLCANOBADGE proves you / survived CINNABAR GYM’s heat.
54	55536	12,0	8,5	But a BADGE is only proof of what / you have already survived. / Progress asks what you can build / next! / The machine by my desk can compile / a POKéMON from research data. / Answer its sequence correctly, and / generate PORYGON yourself!
55	56538	5,1	2,3	GIOVANNI: You have seen me seek / power in ruins, in industry, and / before MEWTWO itself. / Every time, you stood in my way. / Very well. / No machines. No inventions. / No stolen advantage. / Only a TRAINER and his team. / Face GIOVANNI, LEADER of the / VIRIDIAN GYM!ÎéÀ
56	70146	5,1	2,3	Ha! / That was a truly intense fight. / You have won! / As proof, here is the EARTHBADGE! / áÎÇÀË / Ëカね
57	70806	5,1	2,3	GIOVANNI: I chased absolute power / because I mistook control for / strength. / A creature in a vat. / A BALL that never fails. / A command no one could refuse. / But MEWTWO answered control with / defiance. / My own POKéMON answered trust. / You stood before power without / trying to own it. / You trusted your team, and they / trusted you. / That is what I had forgotten. / That is what TEAM ROCKET must / learn. / As of today, TEAM ROCKET changes / course. / No more shadows. / No more conquest. / I will begin again, not as a tyrant, / but as a TRAINER. / Farewell, AAAAAAA.
58	71592	5,1	2,3	The EARTHBADGE is evidence of / your mastery as a TRAINER. / But obedience is earned through / the trust recorded in your / FIELD AIDE work. / With it, you can challenge the / POKéMON LEAGUE. / Go. Your path lies ahead.
1	6	4,1	6,6	AAAAAAA! / KANTO is waiting beyond the LAB. / Observe carefully, learn directly, / and trust the POKéMON at your side. / Your fieldwork begins now.
2	168	6,2	6,13	BROCK’s out in MT. MOON right now, / searching for fossils! You should / go find him there.
3	834	7,5	8,15	Hold up! / MISTY’s away from the GYM. / She’s investigating the water / currents running through / ROCK TUNNEL.
4	1632	9,6	5,14	Hold it, kid! / LT. SURGE is away from the GYM. / He’s training in DIGLETT’S CAVE.
5	2364	10,16	6,12	Excuse me! / ERIKA is away from the GYM. / She’s somewhere in VIRIDIAN / FOREST. / She mentioned searching for an / ENERGY ROOT with healing properties. / She said roots teach how living / things support each other. / She’s been gone for some time… / I should go find her.
