1	60840	1,72	4,10	I took you for granted... / and I lost. / You understood more than / just the battle.
2	65856	1,72	4,10	Do what with this ウエ?
3	86238	1,72	4,10	I took you for granted... / and I lost. / You understood more than / just the battle.
4	174216	1,72	4,10	Do what with this ウエ?
5	192258	1,72	4,10	I took you for granted... / and I lost. / You understood more than / just the battle.
6	200496	1,72	4,10	Do what with this ウエ?
7	215682	2,1	4,8	AAAAAAA scurried to a POKéMON CENTER, / protecting the exhausted and fainted / POKéMON from further harm… /
8	215832	2,1	4,8	First, you should restore your / POKéMON to full health.
9	216780	1,72	4,10	I took you for granted... / and I lost. / You understood more than / just the battle.
10	223626	1,72	4,10	Do what with this ウエ?
11	239124	2,1	4,8	AAAAAAA scurried to a POKéMON CENTER, / protecting the exhausted and fainted / POKéMON from further harm… /
12	239268	2,1	4,8	First, you should restore your / POKéMON to full health.
13	240222	1,72	4,10	I took you for granted... / and I lost. / You understood more than / just the battle.
14	247056	1,72	4,10	Do what with this ウエ?
15	268080	2,1	4,8	AAAAAAA scurried to a POKéMON CENTER, / protecting the exhausted and fainted / POKéMON from further harm… /
16	268230	2,1	4,8	First, you should restore your / POKéMON to full health.
17	269178	1,72	4,10	I took you for granted... / and I lost. / You understood more than / just the battle.
18	277686	1,72	4,10	Do what with this ウエ?
19	294654	2,1	4,8	AAAAAAA scurried to a POKéMON CENTER, / protecting the exhausted and fainted / POKéMON from further harm… /
20	294798	2,1	4,8	First, you should restore your / POKéMON to full health.
21	295752	1,72	4,10	I took you for granted... / and I lost. / You understood more than / just the battle.
22	302316	1,72	4,10	Do what with this ウエ?
23	321468	2,1	4,8	AAAAAAA scurried to a POKéMON CENTER, / protecting the exhausted and fainted / POKéMON from further harm… /
24	321624	2,1	4,8	First, you should restore your / POKéMON to full health.
25	322572	1,72	4,10	I took you for granted... / and I lost. / You understood more than / just the battle.
26	327336	1,72	4,10	Do what with this ウエ?
27	348108	2,1	4,8	AAAAAAA scurried to a POKéMON CENTER, / protecting the exhausted and fainted / POKéMON from further harm… /
28	348264	2,1	4,8	First, you should restore your / POKéMON to full health.
29	349212	1,72	4,10	I took you for granted... / and I lost. / You understood more than / just the battle.
30	353226	1,72	4,10	Do what with this ウエ?
31	368568	2,1	4,8	AAAAAAA scurried to a POKéMON CENTER, / protecting the exhausted and fainted / POKéMON from further harm… /
32	368724	2,1	4,8	First, you should restore your / POKéMON to full health.
