day-route9-east-entry	3,19	52,22	0	0	0	0	1100	ffff	FIXED
day-route9-east-entry	3,19	52,22	1	56	15	13	1130	1130	PASS
day-route9-east-entry	3,19	52,22	2	24	15	14	1144	1144	PASS
day-route9-east-entry	3,19	52,22	3	39	15	15	1143	1143	PASS
day-route9-east-entry	3,19	52,22	4	40	15	15	1143	1143	PASS
day-route9-east-out	3,19	52,22	0	0	0	0	1100	ffff	FIXED
day-route9-east-out	3,19	52,22	1	56	15	13	1130	1130	PASS
day-route9-east-out	3,19	52,22	2	24	15	14	1144	1144	PASS
day-route9-east-out	3,19	52,22	3	39	15	15	1143	1143	PASS
day-route9-east-out	3,19	52,22	4	40	15	15	1143	1143	PASS
day-route9-east-back	3,19	50,22	0	0	0	0	1100	ffff	FIXED
day-route9-east-back	3,19	50,22	2	24	15	14	1144	1144	PASS
day-route9-east-back	3,19	50,22	3	39	15	15	1143	1143	PASS
day-route9-east-back	3,19	50,22	4	40	15	15	1143	1143	PASS
day-route9-east-repeat	3,19	52,22	0	0	0	0	1100	ffff	FIXED
day-route9-east-repeat	3,19	52,22	1	56	15	13	1130	1130	PASS
day-route9-east-repeat	3,19	52,22	2	24	15	14	1144	1144	PASS
day-route9-east-repeat	3,19	52,22	3	39	15	15	1143	1143	PASS
day-route9-east-repeat	3,19	52,22	4	40	15	15	1143	1143	PASS
day-route9-blackbelt-entry	3,19	49,18	0	0	0	0	1100	ffff	FIXED
day-route9-blackbelt-entry	3,19	49,18	1	24	15	13	1144	1144	PASS
day-route9-blackbelt-entry	3,19	49,18	2	56	15	14	1130	1130	PASS
day-route9-blackbelt-entry	3,19	49,18	3	39	15	15	1143	1143	PASS
day-route9-blackbelt-entry	3,19	49,18	4	40	15	15	1143	1143	PASS
day-route9-blackbelt-out	3,19	49,18	0	0	0	0	1100	ffff	FIXED
day-route9-blackbelt-out	3,19	49,18	1	24	15	13	1144	1144	PASS
day-route9-blackbelt-out	3,19	49,18	2	56	15	14	1130	1130	PASS
day-route9-blackbelt-out	3,19	49,18	3	39	15	15	1143	1143	PASS
day-route9-blackbelt-out	3,19	49,18	4	40	15	15	1143	1143	PASS
day-route9-blackbelt-back	3,19	49,18	0	0	0	0	1100	ffff	FIXED
day-route9-blackbelt-back	3,19	49,18	1	24	15	13	1144	1144	PASS
day-route9-blackbelt-back	3,19	49,18	2	56	15	14	1130	1130	PASS
day-route9-blackbelt-back	3,19	49,18	3	39	15	15	1143	1143	PASS
day-route9-blackbelt-back	3,19	49,18	4	40	15	15	1143	1143	PASS
day-route9-blackbelt-repeat	3,19	49,18	0	0	0	0	1100	ffff	FIXED
day-route9-blackbelt-repeat	3,19	49,18	1	24	15	13	1144	1144	PASS
day-route9-blackbelt-repeat	3,19	49,18	2	56	15	14	1130	1130	PASS
